 2.29000, 5.64000, 0
 1.28000, 4.38000, 0
 2.81000, 5.68000, 0
 2.18000, 7.80000, 0
 1.82000, 4.32000, 0
 1.97000, 6.75000, 0
 1.98000, 5.25000, 0
 1.25000, 5.05000, 0
 1.98000, 5.20000, 0
 1.85000, 7.22000, 0
 2.38000, 5.75000, 0
 1.57000, 5.00000, 0
 1.81000, 5.60000, 0
 2.81000, 5.40000, 0
 2.96000, 7.50000, 0
 1.46000, 7.30000, 0
 1.97000, 6.20000, 0
 1.72000, 6.60000, 0
 1.86000, 8.70000, 0
 1.66000, 5.10000, 0
 2.10000, 5.65000, 0
 1.98000, 4.50000, 0
 1.69000, 3.80000, 0
 1.46000, 3.93000, 0
 1.66000, 3.52000, 0
 1.92000, 3.58000, 0
 1.45000, 4.80000, 0
 1.35000, 3.95000, 0
 1.76000, 4.50000, 0
 1.98000, 4.70000, 0
 2.38000, 5.70000, 0
 1.95000, 6.90000, 0
 1.97000, 3.84000, 0
 1.35000, 5.40000, 0
 1.54000, 4.20000, 0
 1.86000, 5.10000, 0
 1.36000, 4.60000, 0
 1.44000, 4.25000, 0
 1.37000, 3.70000, 0
 2.08000, 5.10000, 0
 2.34000, 6.13000, 0
 1.48000, 4.28000, 0
 1.70000, 5.43000, 0
 1.66000, 4.36000, 0
 2.03000, 5.04000, 0
 1.25000, 5.24000, 0
 2.19000, 4.90000, 0
 2.14000, 6.10000, 0
 2.38000, 6.20000, 0
 2.08000, 8.90000, 0
 2.91000, 7.20000, 0
 2.29000, 5.60000, 0
 1.87000, 7.05000, 0
 1.68000, 6.30000, 0
 1.62000, 5.85000, 0
 2.45000, 6.25000, 0
 2.03000, 6.38000, 0
 1.66000, 6.00000, 0
 2.04000, 6.80000, 0
 0.42000, 1.95000, 1
 0.41000, 3.27000, 1
 0.62000, 5.75000, 1
 0.73000, 3.80000, 1
 1.87000, 4.45000, 1
 1.03000, 2.95000, 1
 2.08000, 4.60000, 1
 2.28000, 5.30000, 1
 1.04000, 4.68000, 1
 0.42000, 3.17000, 1
 2.50000, 2.85000, 1
 1.46000, 3.05000, 1
 1.87000, 3.38000, 1
 1.03000, 3.74000, 1
 1.96000, 3.35000, 1
 1.65000, 3.21000, 1
 1.15000, 3.80000, 1
 1.46000, 4.60000, 1
 0.95000, 2.65000, 1
 2.76000, 3.40000, 1
 1.95000, 2.57000, 1
 1.43000, 2.50000, 1
 1.77000, 3.90000, 1
 1.40000, 2.20000, 1
 1.62000, 4.80000, 1
 2.35000, 3.05000, 1
 1.46000, 2.62000, 1
 1.56000, 2.45000, 1
 1.34000, 2.60000, 1
 1.35000, 2.80000, 1
 1.38000, 1.74000, 1
 1.64000, 2.40000, 1
 1.63000, 3.60000, 1
 1.62000, 3.05000, 1
 1.99000, 2.15000, 1
 1.35000, 3.25000, 1
 3.28000, 2.60000, 1
 1.56000, 2.50000, 1
 1.77000, 2.90000, 1
 1.95000, 4.50000, 1
 2.81000, 2.30000, 1
 1.40000, 3.30000, 1
 1.35000, 2.45000, 1
 1.31000, 2.80000, 1
 1.42000, 2.06000, 1
 1.48000, 2.94000, 1
 1.42000, 2.70000, 1
 1.63000, 3.40000, 1
 1.63000, 3.30000, 1
 2.08000, 2.70000, 1
 2.49000, 2.65000, 1
 3.58000, 2.90000, 1
 1.22000, 2.00000, 1
 1.05000, 3.80000, 1
 1.44000, 3.08000, 1
 1.04000, 2.90000, 1
 2.01000, 1.90000, 1
 1.53000, 1.95000, 1
 1.61000, 2.06000, 1
 0.83000, 3.40000, 1
 1.87000, 1.28000, 1
 1.83000, 3.25000, 1
 1.87000, 6.00000, 1
 1.71000, 2.08000, 1
 2.01000, 2.60000, 1
 2.91000, 2.80000, 1
 1.35000, 2.76000, 1
 1.77000, 3.94000, 1
 1.76000, 3.00000, 1
 1.90000, 2.12000, 1
 1.35000, 2.60000, 1
 0.94000, 4.10000, 2
 0.83000, 5.40000, 2
 0.83000, 5.70000, 2
 0.84000, 5.00000, 2
 1.25000, 5.45000, 2
 0.94000, 7.10000, 2
 0.80000, 3.85000, 2
 1.10000, 5.00000, 2
 0.88000, 5.70000, 2
 0.81000, 4.92000, 2
 0.75000, 4.60000, 2
 0.64000, 5.60000, 2
 0.55000, 4.35000, 2
 1.02000, 4.40000, 2
 1.14000, 8.21000, 2
 1.30000, 4.00000, 2
 0.68000, 4.90000, 2
 0.86000, 7.65000, 2
 1.25000, 8.42000, 2
 1.14000, 9.40000, 2
 1.25000, 8.60000, 2
 1.26000, 10.80000, 2
 1.56000, 7.10000, 2
 1.87000, 10.52000, 2
 1.40000, 7.60000, 2
 1.55000, 7.90000, 2
 1.56000, 9.01000, 2
 1.14000, 7.50000, 2
 2.70000, 13.00000, 2
 2.29000, 11.75000, 2
 1.04000, 7.65000, 2
 0.80000, 5.88000, 2
 0.96000, 5.58000, 2
 0.94000, 5.28000, 2
 1.03000, 9.58000, 2
 1.15000, 6.62000, 2
 1.46000, 10.68000, 2
 0.97000, 10.26000, 2
 1.54000, 8.66000, 2
 1.11000, 8.50000, 2
 0.73000, 5.50000, 2
 0.64000, 9.90000, 2
 1.24000, 9.70000, 2
 1.06000, 7.70000, 2
 1.41000, 7.30000, 2
 1.35000, 10.20000, 2
 1.46000, 9.30000, 2
 1.35000, 9.20000, 2
