 14.23000, 1.71000, 0
 13.20000, 1.78000, 0
 13.16000, 2.36000, 0
 14.37000, 1.95000, 0
 13.24000, 2.59000, 0
 14.20000, 1.76000, 0
 14.39000, 1.87000, 0
 14.06000, 2.15000, 0
 14.83000, 1.64000, 0
 13.86000, 1.35000, 0
 14.10000, 2.16000, 0
 14.12000, 1.48000, 0
 13.75000, 1.73000, 0
 14.75000, 1.73000, 0
 14.38000, 1.87000, 0
 13.63000, 1.81000, 0
 14.30000, 1.92000, 0
 13.83000, 1.57000, 0
 14.19000, 1.59000, 0
 13.64000, 3.10000, 0
 14.06000, 1.63000, 0
 12.93000, 3.80000, 0
 13.71000, 1.86000, 0
 12.85000, 1.60000, 0
 13.50000, 1.81000, 0
 13.05000, 2.05000, 0
 13.39000, 1.77000, 0
 13.30000, 1.72000, 0
 13.87000, 1.90000, 0
 14.02000, 1.68000, 0
 13.73000, 1.50000, 0
 13.58000, 1.66000, 0
 13.68000, 1.83000, 0
 13.76000, 1.53000, 0
 13.51000, 1.80000, 0
 13.48000, 1.81000, 0
 13.28000, 1.64000, 0
 13.05000, 1.65000, 0
 13.07000, 1.50000, 0
 14.22000, 3.99000, 0
 13.56000, 1.71000, 0
 13.41000, 3.84000, 0
 13.88000, 1.89000, 0
 13.24000, 3.98000, 0
 13.05000, 1.77000, 0
 14.21000, 4.04000, 0
 14.38000, 3.59000, 0
 13.90000, 1.68000, 0
 14.10000, 2.02000, 0
 13.94000, 1.73000, 0
 13.05000, 1.73000, 0
 13.83000, 1.65000, 0
 13.82000, 1.75000, 0
 13.77000, 1.90000, 0
 13.74000, 1.67000, 0
 13.56000, 1.73000, 0
 14.22000, 1.70000, 0
 13.29000, 1.97000, 0
 13.72000, 1.43000, 0
 12.37000, 0.94000, 1
 12.33000, 1.10000, 1
 12.64000, 1.36000, 1
 13.67000, 1.25000, 1
 12.37000, 1.13000, 1
 12.17000, 1.45000, 1
 12.37000, 1.21000, 1
 13.11000, 1.01000, 1
 12.37000, 1.17000, 1
 13.34000, 0.94000, 1
 12.21000, 1.19000, 1
 12.29000, 1.61000, 1
 13.86000, 1.51000, 1
 13.49000, 1.66000, 1
 12.99000, 1.67000, 1
 11.96000, 1.09000, 1
 11.66000, 1.88000, 1
 13.03000, 0.90000, 1
 11.84000, 2.89000, 1
 12.33000, 0.99000, 1
 12.70000, 3.87000, 1
 12.00000, 0.92000, 1
 12.72000, 1.81000, 1
 12.08000, 1.13000, 1
 13.05000, 3.86000, 1
 11.84000, 0.89000, 1
 12.67000, 0.98000, 1
 12.16000, 1.61000, 1
 11.65000, 1.67000, 1
 11.64000, 2.06000, 1
 12.08000, 1.33000, 1
 12.08000, 1.83000, 1
 12.00000, 1.51000, 1
 12.69000, 1.53000, 1
 12.29000, 2.83000, 1
 11.62000, 1.99000, 1
 12.47000, 1.52000, 1
 11.81000, 2.12000, 1
 12.29000, 1.41000, 1
 12.37000, 1.07000, 1
 12.29000, 3.17000, 1
 12.08000, 2.08000, 1
 12.60000, 1.34000, 1
 12.34000, 2.45000, 1
 11.82000, 1.72000, 1
 12.51000, 1.73000, 1
 12.42000, 2.55000, 1
 12.25000, 1.73000, 1
 12.72000, 1.75000, 1
 12.22000, 1.29000, 1
 11.61000, 1.35000, 1
 11.46000, 3.74000, 1
 12.52000, 2.43000, 1
 11.76000, 2.68000, 1
 11.41000, 0.74000, 1
 12.08000, 1.39000, 1
 11.03000, 1.51000, 1
 11.82000, 1.47000, 1
 12.42000, 1.61000, 1
 12.77000, 3.43000, 1
 12.00000, 3.43000, 1
 11.45000, 2.40000, 1
 11.56000, 2.05000, 1
 12.42000, 4.43000, 1
 13.05000, 5.80000, 1
 11.87000, 4.31000, 1
 12.07000, 2.16000, 1
 12.43000, 1.53000, 1
 11.79000, 2.13000, 1
 12.37000, 1.63000, 1
 12.04000, 4.30000, 1
 12.86000, 1.35000, 2
 12.88000, 2.99000, 2
 12.81000, 2.31000, 2
 12.70000, 3.55000, 2
 12.51000, 1.24000, 2
 12.60000, 2.46000, 2
 12.25000, 4.72000, 2
 12.53000, 5.51000, 2
 13.49000, 3.59000, 2
 12.84000, 2.96000, 2
 12.93000, 2.81000, 2
 13.36000, 2.56000, 2
 13.52000, 3.17000, 2
 13.62000, 4.95000, 2
 12.25000, 3.88000, 2
 13.16000, 3.57000, 2
 13.88000, 5.04000, 2
 12.87000, 4.61000, 2
 13.32000, 3.24000, 2
 13.08000, 3.90000, 2
 13.50000, 3.12000, 2
 12.79000, 2.67000, 2
 13.11000, 1.90000, 2
 13.23000, 3.30000, 2
 12.58000, 1.29000, 2
 13.17000, 5.19000, 2
 13.84000, 4.12000, 2
 12.45000, 3.03000, 2
 14.34000, 1.68000, 2
 13.48000, 1.67000, 2
 12.36000, 3.83000, 2
 13.69000, 3.26000, 2
 12.85000, 3.27000, 2
 12.96000, 3.45000, 2
 13.78000, 2.76000, 2
 13.73000, 4.36000, 2
 13.45000, 3.70000, 2
 12.82000, 3.37000, 2
 13.58000, 2.58000, 2
 13.40000, 4.60000, 2
 12.20000, 3.03000, 2
 12.77000, 2.39000, 2
 14.16000, 2.51000, 2
 13.71000, 5.65000, 2
 13.40000, 3.91000, 2
 13.27000, 4.28000, 2
 13.17000, 2.59000, 2
 14.13000, 4.10000, 2
